"AT","V","AP","RH","y"
12.36,40.56,1022.11,72.99,474.71
26.38,59.92,1009.99,71.91,444.85
30.89,74.87,1008.99,56.58,432.68
20.71,58.79,1017.48,86.67,444.39
14.54,41.17,1015.15,67.78,470.19
24.43,60.07,1015.59,59.99,444.71
31.61,69.04,1008.11,47.96,439.19
19.08,58.59,1013.42,68.88,451.05
23.62,45.87,1007.75,58.69,445.55
28.89,70.72,1009.36,70.33,433.02
13.42,40.35,1011.2,77,472.57
13.44,41.14,1026.41,77.26,461.44
24.77,57.17,1010.66,73,441.12
23.69,58.05,1012.08,74.26,444.46
12.52,41.44,1016.08,68.94,477.18
16.82,47.45,1010.19,88.48,449.57
30.04,64.44,1014.46,52.19,437.95
7.11,43.13,1018.96,87.82,486.11
15.63,43.02,1012.57,40.32,466.69
28.6,61.86,1011.86,62.13,439.74
7.81,40.71,1023.32,82.08,475.46
22.5,45.38,1014.11,65.08,458.19
14.69,35.71,1015.78,57.34,467.39
13.69,34.03,1018.45,65.76,469.12
21.18,45.01,1012.57,48.05,451.62
20.11,51.19,1007.82,92.06,449.03
17.09,42.42,1009.03,72.01,464.11
10.74,43.67,1011.75,80.1,477.32
6.15,40.77,1022.42,88.57,482.49
16.99,40.89,1011.54,64.51,464.95
15.46,37.64,1014.57,87.53,462.96
7.74,42.49,1009.07,90.11,481.69
26.62,65.12,1016,43.24,441.22
17.51,58.86,1016.78,83.63,453.2
34.15,68.51,1010.75,37.02,430.19
12.04,40.1,1014.42,89.65,474.28
21.9,57.76,1017.45,66.89,449.95
30.58,70.04,1010.4,48.16,431.59
13.78,44.47,1027.94,71.09,467.22
30.97,74.22,1007.93,49.74,431.58
31.38,70.83,1010.35,47.28,431.33
26.61,69.13,1002.05,51.97,430.17
20.37,69.48,1011.04,84.31,445.81
13.7,45.64,1019.18,92.66,467.9
11.86,40.27,1008.06,72.91,474.57
8.57,41.17,1020.18,72.47,484.2
23.07,65.46,1014.07,46.77,446.19
21.14,69.94,1008.87,79.74,440.69
21.36,68.28,1007.6,72.37,445.91
11.03,42.32,1017.26,90.56,470.92
31.98,64.05,1010.49,58.01,439.56
23.09,60.95,1015.02,68.78,450.31
16.55,46.18,1009.97,96.54,455.8
27.1,79.74,1005.43,86.05,431.51
28.37,71.64,1007.39,71.06,434.91
11.02,40,1015.75,74.83,468.09
22.72,50.05,1007,88.24,444.43
15.31,52.75,1025.21,55.22,460.77
5.23,40.78,1025.13,92.74,483.12
13.97,40.24,1018.32,88.72,467.93
9.07,36.3,1015.26,56.81,479.98
30.01,62.34,1005.28,62.34,435.94
6.57,39.37,1020.2,77.37,487.94
29.63,69.71,1009.04,67.26,435.27
11.7,41.16,1017.98,95.71,462.94
27.32,66.54,1004.95,72.58,431.33
25.2,57.5,1015.19,59.62,446.26
24.01,67.17,1007.44,86.87,443.09
10.7,36.18,1018.16,63.15,475.08
25.48,60.29,1017.55,51.22,443.77
28.54,76.86,1000.09,74.67,433.35
25.8,65.38,1009.3,52.28,450.5
10.55,41.92,1030,91.23,470.95
27.59,59.21,1012.93,51.46,437.49
27.31,65.12,1016.05,45.98,440.06
8.97,39.66,1021.63,78.94,482.62
10.75,45,1023.68,89.37,481.96
9.53,40.23,1017.74,89.05,484
19.89,50.78,1008.85,92.97,446.35
21.94,58.79,1010.3,88.21,447.52
28.64,73.4,1011.48,52.84,441.32
12.12,40,1018.72,84.42,462.1
9.51,40.81,1015.69,82.52,475.29
28.86,73.4,1011.37,58.76,439.33
28.94,62.26,1010.64,50.41,436.04
28.97,64.44,1014.55,54.67,438.08
27.57,71.32,1002.59,76.68,436.61
14.03,49.83,1006.64,90.01,463.71
12.91,42.07,1018.4,86.5,466.05
27.7,72.24,1011.02,67.6,434.56
21.57,66.49,1014.76,68.19,455.18
24.26,42.8,1013.72,61.62,459.65
6.86,38.08,1019.62,77.37,486.92
17.96,47.83,1005,85.72,454.59
8.83,36.25,1028.86,85.6,478.45
11.35,40.66,1016.86,96.4,466.55
23.45,69.04,1010.5,80.77,442.48
17.04,56.03,1020.38,68.69,462.48
23.49,73.18,1012.4,90.05,437.01
16.38,46.97,1013.6,73.67,459.87
25.62,63.13,1013.84,83.49,439.13
27.56,63.9,1013.23,45.97,442.43
27.58,57.19,1007.88,52.95,435.7
19.13,58.66,1013.32,74.86,453.92
26.45,71.37,1008,77.06,438.36
24.56,71.94,1006.81,89.59,437.97
19.37,63.09,1018.79,81.52,450.18
18.23,62.26,1011.48,91.35,448.64
10.59,41.54,1019.94,73.88,477.05
24.67,49.5,1013.62,59.42,455.31
15.28,40,1016.65,65,458.76
20.73,59.87,1019.08,80.48,445.18
20.21,54.9,1016.82,66.56,454.23
16.07,47.83,1006.99,86.49,458.18
25.77,63.31,1012.76,65.98,439.98
18.79,49.15,1021.69,70.16,458.75
20.03,69.45,1013.47,86.66,441.54
32.67,67.83,1007.81,42.16,425.75
12.27,41.17,1019.39,52.18,473.84
18.87,43.43,1009.16,69.5,454.58
26.09,60.29,1017.72,50.83,444.71
11.27,40.69,1014.35,86.63,476.27
27.08,66.05,1017.33,54.68,439.47
14.12,39.52,1018.41,78.32,465.09
9.37,42.32,1015.15,82.96,477.57
31.55,69.75,1010.12,58.36,435.01
25.82,69.68,1012.69,89.94,439.58
19.21,60.07,1014.94,70.02,452.84
31.16,67.45,1014.69,32.25,428.35
21.41,56.9,1007.03,79.41,441.41
15.08,37.85,1009.85,85.9,465.58
17.68,39.08,1002.77,74.24,454.18
13.47,41.14,1026.09,82.96,463.67
5.41,45.87,1008.47,97.51,479.48
33.82,77.17,1008.96,58.91,435.58
27.35,66.05,1017.62,55.26,439.6
23.67,63.86,1019.67,57.95,441.73
26.26,65.06,1013.58,52.72,440.92
14.89,39.82,1013.23,82.49,470.19
23.68,59.27,1010.75,83.82,440.44
18.9,56.03,1020.77,71.83,457.66
9.68,39.61,1015.63,74.5,475.02
9.08,40.46,1019.48,77.37,476.81
20.25,58.59,1012.99,65.98,452.18
18.88,40.79,1004.98,92.65,459.06
9.38,41.44,1015.09,86.8,481.96
31.44,64.44,1014.04,49.15,437.6
12.84,39.54,1011.47,89.86,468.22
10.73,40.35,1012.27,89.65,477.23
24.67,63.56,1013.75,67.56,446.3
11.92,38.25,1013.13,84.92,472.5
18.26,49.64,1024.92,62.82,462.6
14.36,41.26,1021.16,73.43,462.25
15.39,39.31,1008.78,66.67,461.39
14.96,41.76,1024.07,73.17,463.26
17.03,58.49,1011.91,92.16,460.48
10.38,40.71,1025.27,80.87,481.3
9.2,40.03,1017.05,92.46,480.38
31.27,73.77,1003.27,71.48,430.32
21.96,58.79,1012.1,88.74,447.31
6.99,40.07,1014.83,54.36,490.11
9.68,40.77,1022.04,85.23,473.73
10.14,45.01,1018.12,94.32,473.56
9.93,41.62,1013.76,96.02,464.64
21.44,51.19,1009.1,84.94,446.17
27.43,64.96,999.72,67.94,431.21
17.07,44.9,1020.74,70.18,460.19
14.74,43.99,1023.13,86.31,461.82
26.79,62.44,1011.51,72.46,440.55
18.26,60.95,1016.94,78.91,457.03
26.98,72.58,1008.55,78.5,431.12
18.41,49.69,1006.66,80.55,454.97
29.53,70.94,1007.22,70.68,432.43
21.42,43.79,1015.76,43.08,462.19
23.84,63.47,1012.54,76.33,444.48
10.59,39.96,1025.87,97.05,468.96
31.21,66.44,1008.57,65.76,430.7
13.72,45.01,1014.07,77,464.59
5.21,35.79,1011.5,95.08,484.03
28.76,69.48,1008.62,55.86,430.14
21.11,69.94,1004.37,84.26,439.91
27,73.42,1012.2,87.28,432.79
22.01,58.46,1016.26,75.99,443.75
19.2,58.71,1009.8,84.62,448.17
27.37,76.09,1007.52,89.12,433.34
17.61,56.53,1019.5,82.3,457.01
6.72,38.91,1016.89,90.47,485.89
23.41,54.42,1012.86,70.12,454.68
22.69,48.14,1013.7,62.05,448.52
31.44,79.74,1006.95,56.99,431.69
21.84,58.86,1014.13,69.67,445.16
13.56,40.8,1024.8,63.6,475.89
20.77,43.77,1010.76,63.12,453.46
19.48,58.79,1017.6,88.72,450.55
31.5,74.16,1011.72,56.42,436.43
20.91,58.2,1018.1,62.8,446.19
30.98,67.48,1009.96,58.92,439.39
24.19,68.94,1007.37,70.83,439.52
11.3,44.6,1018.19,91.66,470.5
11.04,39.96,1025.75,94.44,468.84
6.05,41.14,1027.69,86.93,481.02
29.67,71.98,1005.16,67.75,425.14
20.03,47.45,1009.04,77.56,450.6
30.97,67.69,1005.61,50.88,425.35
13.92,43.41,1015.12,61.64,464.76
12.31,44.03,1007.78,94.42,468.13
29.88,68.08,1011.14,55.78,429.33
12.17,49.83,1008.05,96.44,469.52
5.51,41.03,1022.28,84.5,491.84
30.85,68.94,1007.31,68.99,426.1
28.71,70.32,1011.78,76.53,435.95
6.06,41.17,1019.67,84.7,489.62
21.75,58.79,1012.42,87.58,447.58
22.99,60.77,1017.97,78.47,447.62
7,38.5,1014.09,81.32,489.52
14.39,42.77,1017.36,83.28,463.65
27.74,74.78,1010.05,60.82,436.87
29.12,58.84,1001.31,52.86,446.51
6.33,42.07,1004.25,77.1,484.57
8.03,37.8,1020.47,60.67,481.51
22.03,59.43,1006.88,82.05,442.9
20.89,67.71,1006.12,59.12,445.39
23.72,58.62,1016.32,71.17,447.13
24.54,57.85,1013.02,65.61,444.93
21.01,58.96,1014.33,61.8,453.88
21.59,66.54,1004.88,90.54,441.71
17.67,43.7,1015.26,58.76,465.06
4.44,38.44,1016.14,75.35,486.53
20.51,68.08,1012.73,78.05,445.96
7.91,38.56,1016.48,68.94,485.95
24.08,49.3,1003.23,70.42,443.46
20,39.53,1007.59,62.09,456.28
25.68,59.44,1012.33,67.29,444.36
19.38,63.56,1013.13,83.54,452.01
15.21,43.5,1021.6,82.06,464.08
23.39,73.5,1011.37,88.48,441.18
6.01,35.79,1011.26,90.72,482.79
13.89,43.7,1015.12,64.99,470.88
24.6,57.32,1012.48,45.14,442.64
15.08,42.77,1018.43,73.19,461.68
19.13,45.38,1014.72,81.95,459.94
27.76,65.59,1010.8,67.29,439.03
19.82,58.16,1016.76,74.66,455.5
22.83,59.43,1005.51,83.93,440.76
25.15,68.61,1011.03,53.59,447.91
10.39,39.69,1003.31,89.6,473
25.22,69.88,1007.17,80.26,443.24
28.54,72.99,1007.42,67.87,432
28.48,54.2,1013.14,49.51,440.55
13.22,40.83,1007.82,92.72,472.72
14.77,58.2,1018.78,83.83,460.54
14.18,42.99,1007.19,73.21,468.35
26.47,63.13,1013.72,79.4,441.81
11.33,41.5,1013.58,88.7,475.01
21.09,59.8,1016.94,76.95,451.98
15.78,48.6,1007.24,84.23,460.86
23.1,72.99,1008.85,90.54,440.46
28.68,61.86,1011.78,62.67,440.57
25.01,59.54,1007.91,80.93,441.3
28.67,66.25,1007.96,76.36,434.73
31.08,59.57,1010.76,60.49,442.88
16.9,38.58,1014.09,70.11,459.87
29.6,71.58,1010.34,52.56,434.64
28.32,71.32,1008.02,78.82,433.82
5.15,40.78,1025.34,95.84,483.03
6.67,36.08,1022.31,83.51,486.52
21.35,57.76,1017.36,73.1,452.57
16.98,43.99,1021.65,81.17,456.07
25.18,65.06,1013.64,55.77,440.27
9.92,40.64,1020.39,95.41,469.65
26.35,49.5,1012.67,41.34,458.41
14.43,41.76,1024.02,83.57,467.33
28.29,68.67,1005.46,69.22,436.4
31.01,71.37,1003.4,55.06,430.82
24.57,49.5,1014.22,56.31,455.72
15.86,43.67,1011.11,82.24,465.46
29.22,75.23,1010.49,48.73,438.57
18.5,51.43,1010.82,92.04,459.42
27.26,66.56,1007.83,60.95,434.88
32.57,78.92,1011.6,66.47,430.12
15.5,44.92,1024.16,86.44,462.12
30.9,70.8,1008.48,67.48,435.27
6.86,41.17,1020.12,79.14,490.23
12.17,40.6,1013.59,88.62,473.76
23.92,66.54,1009.93,62.37,441.9
14.81,44.88,1019.1,66.7,464.65
10.9,40.67,1016.66,65.09,482.4
14.43,43.5,1021.86,83.14,466.58
13.08,39.82,1012.27,85.21,476.96
22.45,57.76,1017.55,58.6,450.61
8.74,36.3,1015.18,61.97,438.63
23.66,62.08,1022.42,64.13,447.06
31.94,69.98,1013.32,56.17,432.03
18.06,43.14,1013.95,62.21,461.27
22.49,61.27,1019.6,57.1,448.51
29.44,65.51,1014.82,56.49,445.67
24.1,52.84,1006.47,47.58,444.69
23.43,60.32,1015.34,69.34,446.88
23.02,69.94,1007.94,64.66,439.4
6.86,40.02,1031.5,77.94,476.45
23.46,73.18,1012.07,88.14,438.62
25.08,51.43,1011.8,71.98,446.67
29.77,67.07,1005.82,48.38,433.89
15.47,38.73,1001.13,77.61,467.96
25.25,58.46,1015.54,70.76,444.05
21.05,63.09,1016.49,91.23,447.45
24.19,46.93,1013.4,49.39,446.3
8.55,35.77,1016.15,73.32,481.44
23.33,72.99,1009.33,89.41,440.04
9.64,36.66,1027.1,70.11,479.08
25.34,70.47,1006.46,83.94,433.34
23.95,73.67,1007.32,87.67,437.43
24.54,65.46,1014.27,40.77,446.26
28.85,58.33,1013.78,41.39,444
29.37,74.78,1009.47,55.65,434.2
12.27,39.82,1012.18,85.58,477.54
9.51,38.38,1022.77,73.82,474.93
11.44,43.13,1014.88,63.88,477.57
9.63,41.14,1027.99,87.89,469.73
29.91,74.9,1003.36,69.34,434.93
17.62,43.52,1021.01,71.52,457.45
22.47,48.6,1002.33,63.23,445.98
26.72,74.87,1010.18,70.74,441.93
21.83,57.85,1012.49,75.16,448.21
29.3,68.08,1011.23,56.23,434.11
15.57,38.78,1013.51,95.38,463.47
22.72,62.4,1010.28,80.79,445.22
13.8,42.99,1007.16,67.28,470.93
10.65,41.78,1013.66,70.04,474.27
25.32,71.94,1009.94,62.93,435.06
27.51,71.29,1009.43,76.92,430.42
20.76,62.52,1015.63,81.04,451.69
23.29,62.91,1013.35,68.25,444.61
11.06,36.71,1021.67,80.44,473.85
24.49,70.79,1005.51,88.65,430.54
10.66,41.93,1016.12,94.16,479.61
24.64,72.24,1011.37,80.61,434.54
25.32,61.25,1011.56,80.1,436.67
27.88,68.94,1007.68,75.68,435.04
21.8,62.39,1007.84,89.04,452.15
11.9,39.16,1016.53,84.59,477.75
26.75,43.21,1012.29,87.28,430.45
24.8,64.63,1020.69,55.74,447.82
16.84,39.63,1004.67,82.98,466.06
27.89,70.94,1007.54,49.18,435.21
12.76,42.32,1015.35,78.18,466.15
29.45,64.96,1005.52,59.92,433.04
19.05,59.21,1017.99,89.53,451
22.99,60.95,1015.14,69.86,449.7
15.91,71.14,1019.7,72.65,458.15
15.09,41.76,1022.4,76.22,463.27
33.01,68.67,1005.2,51.41,433.94
27.18,62.66,1009.89,52.83,442.16
15.56,41.1,1004.65,84.58,467.32
31.3,70.79,1004.3,54.37,428.75
18.61,47.83,1006.43,78.89,454.21
7.85,37.8,1020.9,59.19,478.68
12.87,39.3,1019.26,71.55,471.48
11.8,43.99,1020.86,98.44,466.75
30.26,59.22,1013.18,61.08,442.98
22.48,67.45,1014.77,63.9,445.55
27.35,77.95,1017.43,73.36,437.61
27.29,71.32,1006.39,81.59,435.25
20.15,49.5,1013.47,66.7,462.65
30.4,77.3,1002.44,59.42,438.43
25.57,65.46,1014.81,38.58,444.46
30.6,72.29,1010.54,41.52,441.5
25.32,63.77,1014.55,74.69,441.5
26.8,49.3,1003.86,62.75,438.56
7.89,71.14,1018.4,86.49,474.66
11.8,42.34,1020.25,93.54,466.52
11.23,43.7,1016,91.75,476.04
18.16,43.96,1012.78,78.33,465.26
24.84,71.73,1009.84,82.41,436.36
10.16,40.8,1028.13,86.39,477.49
8.86,40.23,1017.57,90.47,478.05
22.86,66.48,1003.77,71.22,435.56
14.3,54.3,1015.16,75.29,464.9
26.65,63.78,1015.32,53.95,440.26
28.99,68.24,1008.75,66.57,428.28
23.92,71.98,1006.22,92.96,433.23
22.69,59.44,1012.97,83.47,446.43
17.53,50.66,1012.74,91.51,457.28
14.47,44.66,1016.33,93.52,464.41
22.85,60.29,1017.29,61.92,448.58
6.03,41.17,1019.81,84.2,488.57
21.86,58.49,1010.88,76.79,449.9
22.67,62.52,1016.47,65.63,449.34
32.49,71.32,1005.03,57.12,433.59
26.96,62.39,1008.14,73.95,437.41
14.85,45.01,1013.12,85.53,460.19
15.48,53.82,1016.1,64.77,462.69
23.16,57.69,1007.91,84.7,438.29
18,52.08,1003.07,100.09,450.85
23.04,63.86,1019.83,59.78,446.22
18,43.7,1015.4,61.28,464.26
6.91,39.37,1019.58,71.02,488.2
13.76,45.87,1008.89,87.27,463.5
30.75,73.5,1011.02,54.76,429.18
16.4,44.9,1009.22,82.31,456.11
14.8,58.2,1018.29,85.11,455.14
10.1,40.22,1007.1,90.36,478.43
21.6,59.8,1016.9,76.59,450.14
6.22,38.68,1017.87,69.41,483.55
21.04,74.87,1009.09,88.25,443.44
24.23,49.3,1003.61,74.44,440.65
28.19,67.45,1013.97,49.76,434.77
20.21,69.94,1009.33,83.96,447.06
20.51,48.6,1005.29,80.7,448
28.77,75.23,1010.01,59,437.93
11.75,71.14,1019.36,75.68,466.56
8.57,39.69,1000.91,99.9,474.29
16.55,54.3,1017.95,60.84,460.59
11.92,40.62,1016.66,55.25,468.14
22.42,60.08,1017.71,67.46,452.31
21.19,67.71,1006.65,56.28,441.71
21.43,63.47,1011.95,94.47,448.17
17.12,68.28,1003.56,94.29,449.94
15.8,41.2,1016.08,77.83,468.55
22.1,65.94,1009.79,67.57,443.95
4.99,39.04,1020.45,78.89,472.52
30.78,73.67,1005.97,58.7,427.15
29.3,74.16,1007.72,81.92,431.32
12.8,39.16,1015.94,89.83,472.47
14.85,45.87,1009.37,84.65,462.67
20.87,63.31,1012.27,79.51,446.7
20.06,47.03,1013.66,83.23,461.02
9.14,38.91,1018.62,89.88,476.57
19.32,52.9,1016.86,68.2,457.66
26.5,66.75,1018.48,61.62,431.23
29.05,70.32,1011.33,72.5,437.16
33.67,80.18,1010.83,60.87,431.99
7.57,37.49,1009.73,83.07,481.98
14.46,53.82,1016.55,68.11,462.6
8.8,42.32,1017.91,86.8,483.88
7.11,39.9,1008.82,87.76,484.21
18.74,59.21,1018.3,91.55,449.77
17.65,62.1,1019.63,84.3,452.2
17.16,58.86,1016.4,86.39,453.76
30.42,67.69,1006.23,54.19,430.9
20.45,58.96,1014.53,65.36,454.26
9.36,44.03,1010.3,87.2,474.68
27.36,48.6,1003.18,54.93,436.06
26.08,48.6,1003.61,57.8,438.61
13.97,52.05,1012.05,85.36,463.64
13.6,42.86,1013.37,87.52,472.27
28.75,70.02,1010.33,46.55,440.31
20.98,60.1,1011.07,79.44,450.95
15.21,52.75,1024.32,61.11,458.84
14.03,44.88,1019.6,57.63,465.51
27.28,72.58,1009.21,89.96,431.27
22.96,70.79,1005.68,93.93,434.47
11.46,39.1,1010.17,100.15,470.55
18.41,44.9,1008.97,73.81,453.12
19.96,39.53,1006.16,62.77,460.49
22.02,69.45,1013.84,75.75,440.26
17.32,42.24,1017.35,62.96,472.33
27.33,66.17,1011.06,64.55,443.89
15.25,39.16,1016.18,79.39,471.05
21.9,66.54,1004.76,89.99,439.06
26.22,65.34,1015.17,47.25,444.06
11.12,44.92,1025.58,93.52,470.82
20.89,68.63,1012.6,69.52,452.05
22.28,60.27,1018.98,84.12,443.44
10.63,40.67,1017.13,66.12,483.27
12.99,40.55,1007.52,94.15,472.18
16.27,58.2,1018.47,80.03,453.66
12.02,39.69,1006.05,84.66,470.17
10.57,41.55,1003.62,67.89,475.6
24.73,48.6,1004.03,63.37,439.99
25.13,59.44,1012.38,77.92,445.59
17.82,65.94,1013.44,88.13,452.82
14.24,41.4,1019.7,70.32,466.88
9.11,36.66,1026.47,74.79,480.74
18.01,44.2,1018.84,55.72,456.36
27.29,67.32,1013.92,33.41,437.26
11.37,41.5,1013.57,88.82,475.94
17.33,53.16,1013.77,82.77,459.78
31.87,70.94,1006.94,50.78,429.41
23.12,69.71,1008.98,84.41,442.21
23.97,62.44,1013.64,88.5,442.46
10.39,40.22,1009.77,83.27,478.58
13.14,40.66,1016.47,94.76,466.95
31.02,70.4,1006.24,77.86,431.37
6.59,39.37,1020.34,77.92,488.17
28.12,58.33,1013.61,39.67,448.72
9.55,43.99,1020.5,97.28,476.06
10.31,40.67,1017.61,69.61,485.25
9.42,41.4,1029.99,88.41,477.01
17.08,40.12,1012.17,81.5,457.81
30.83,71.58,1009.92,48.8,432.11
32.32,67.9,1006.08,37.93,428.12
18.74,44.34,1019.4,55.16,468.84
18.46,42.18,1001.47,97.61,458.67
21.6,66.86,1013.02,54.19,450.84
16.64,44.9,1021.02,70.34,460.93
29.3,70.04,1010.95,61.23,426.25
23.18,59.04,1011.44,79.28,443.12
22.68,59.54,1004.32,95.44,437.96
18.87,67.71,1004,87.35,444.77
31.09,64.05,1011.32,61.14,440.62
21.81,63.77,1014.28,83.66,444.52
20.41,48.06,1012.62,76.21,451.26
7.34,40.72,1023.01,80.08,483.92
15.21,50.88,1014.24,100.11,460.56
8.38,39.22,1015.03,75.14,478.82
15.29,41.1,1005.75,85.53,467.99
11.6,39.1,1009.81,100.09,460.7
26.02,71.94,1009.38,64.12,435.21
13,39.28,1016.7,81.94,473.6
24.97,59.87,1018.7,59.94,443.7
10.97,40.6,1015,87.59,478.69
31.63,68.3,1014.8,42.02,426.86
23.69,63.77,1013.39,79.5,444.07
28.09,65.27,1013.27,51.96,440
15.07,40.69,1015.29,70.98,469.03
7,38.08,1020.27,77.67,482.38
19.69,56.65,1020.82,71.54,453.96
15.98,41.48,1017,55.73,456.31
25.66,71.77,1006.76,84.76,429.25
14.79,39.54,1007.25,82.54,469.23
22.75,58.86,1016,67.34,448.32
15.52,40,1017,66.27,454.14
25.06,44.57,1007.39,56.07,443.66
24.96,60.27,1018.68,69.97,442.67
23.07,49.02,1009.07,84.1,444.22
24.88,51.43,1011.28,67.38,441.03
9.09,41.92,1029.36,91,478.98
23.14,51.19,1009.56,77.2,443.87
24.42,63.07,1011.49,67.39,444.72
7.1,41.74,1022.25,91.07,484.12
15.12,48.92,1011.8,72.93,462.59
23.48,60.23,1011.91,79.48,437.44
10.29,41.46,1020.84,89.03,480.32
21.01,44.05,1010.61,64.12,445.07
26.89,49.16,1003.84,41.22,442.39
27.06,70.47,1007,72.37,430.82
25.97,57.32,1012.13,47.48,442.73
21.32,59.8,1016.26,76.26,452.7
6.25,39.04,1019.65,71.27,484.14
28,74.22,1008.68,66,433.94
24.74,69.13,1010.69,90.08,431.24
15.54,41.96,1011.78,97.46,467.1
27.89,68.12,1012.78,48.72,435.69
9.26,41.66,1016.87,73.32,483.51
15.48,41.66,1009.55,66.74,467.06
21.28,70.72,1010.29,86.22,445.54
29.29,71.14,1011.49,49.97,432.58
22.81,71.85,1009.61,75.17,440.4
18.61,44.06,1016.91,75.01,452.68
11.17,39.72,1002.4,81.4,474.64
14.01,43.34,1016.95,83.41,463.81
21.23,68.08,1012.82,74.57,445.41
12.59,41.14,1025.79,86.55,465.74
25.77,58.59,1012.51,55.84,449.65
20.34,46.63,1013.16,79.08,453.62
21.17,59.8,1016.06,77.73,455.66
24.19,46.21,1010.79,62.04,440.87
28.53,69.84,1004.46,68.03,427.72
12.42,43.8,1023.13,79.8,466.59
24.03,62.44,1010.96,79.88,430.66
14.87,42.18,1015.23,74.41,465.89
15.45,45,1023.63,70.74,469.54
33.82,73.03,1013.49,42.17,439.3
15.62,41.76,1023.82,66.17,459.72
30.29,71.58,1010.01,54.03,434.27
23.89,64.27,1013.37,75.22,450.82
29.35,54.2,1013.07,42.45,439.47
11.1,44.85,1014.27,65.08,477.03
29.73,73.06,1010.27,84.84,432.73
30.28,79.74,1006.96,70.21,433.45
24.94,59.07,1008.89,84.79,440.12
14.64,45,1021.78,41.25,475.98
13.5,41.44,1015.72,68.36,471.34
18.96,47.83,1006.15,75.61,454.35
13.41,39.35,1015.1,79.32,471.85
21.05,58.33,1013.14,66.34,447.66
7.08,39.99,1010.55,91.44,482.83
21.03,63.86,1014.84,71.72,450.64
28.9,68.12,1011.87,46.56,438.53
16.44,44,1024.48,76.51,460.33
18.19,66.54,1012.9,86.05,449.22
5.41,40.07,1019.16,64.77,495.24
26.86,68.08,1012.99,50.04,436.25
26.23,63.56,1013.57,65.81,440.8
25.45,57.32,1011.7,47.09,441.3
30.71,68.24,1006.15,34.15,429.41
26.1,58.9,1004.18,71.63,444.4
32.31,62.04,1010.41,39.39,450.13
23.48,51.43,1007.13,84.83,441.78
30.56,69.04,1009.29,55.73,442.24
13.95,40.2,1013.18,90.77,464.79
11.87,40.55,1019.06,94.11,473.79
14.19,43.71,1024.38,83.03,467.8
17.59,65.48,1018.96,81.34,454.51
25.45,75.23,1011.41,73.33,441.65
33.37,71.37,1003.75,45.26,432.67
17.73,43.72,1009.33,76.68,453.94
13.35,39.64,1010.1,93.3,471.69
30.66,73.77,1003.13,78.09,430
29.12,51.43,1005.93,60.66,437.71
27,69.4,1004.86,82.2,433.83
15.8,40.66,1016.15,88.24,458.55
8.07,41.17,1019.4,86.43,484.54
14.57,44.45,1021.42,66.23,462.48
15.96,41.66,1011.93,55.47,466.39
25.58,64.45,1011.07,61.47,447.16
8.07,43.41,1016.02,76.26,467.56
15.92,44.85,1015.84,59.99,467.41
21.88,69.71,1010.28,97.64,444.39
16.56,42.99,1007.48,74.45,464.62
25.65,68.08,1011.27,75.26,435.91
21.14,58.05,1012.98,87.27,449.74
9,43.13,1020.25,81.32,481.09
27.16,71.32,1007.81,89.07,430.53
25.89,59.22,1013.4,80.17,445.75
19.55,42.04,1009.99,67.87,466.4
7.76,42.28,1008.52,83.31,483.8
8.89,41.54,1019.27,82.87,483.82
29.07,71.64,1006.07,69.53,440.51
18.86,46.48,1007.28,78.47,452
21.81,43.77,1011.97,64.72,453.13
23.56,49.16,1003.31,66.98,445.36
22.7,48.14,1014.06,60.09,448.96
21.94,62.52,1015.99,74.56,449.87
6.4,41.17,1019.54,85.37,488.82
26.41,65.59,1010.69,73.78,441.49
23.5,50.78,1008.7,57.7,445.09
10.18,35.76,1019.71,66.7,473.31
29.42,74.9,1004.11,64.53,434.66
31.53,74.99,1003.93,58.29,432.34
7.24,38.06,1020.6,85.36,481.83
30.34,68.08,1010.85,49.4,428.34
18.7,66.51,1015.14,79.23,458.73
11.64,38.25,1013.33,85.79,472.34
13.68,41.7,1019.19,84.07,464.46
15.92,41.79,1006.24,79.42,458.68
25.35,72.99,1007.65,84.09,436.29
12.82,43.5,1022.38,84.32,471.41
21.97,69.23,1012.25,86.45,443.85
17.28,39.99,1007.09,74.25,463.28
18.18,50.16,1010.22,99.73,451.14
27.1,52.84,1006.28,53.85,439.08
23.3,52.84,1003.97,72.16,439.49
34.14,74.34,1000.19,43.56,434.23
24.96,70.47,1007.73,76.48,438.23
30.24,68.24,1009.68,64.67,426.25
23.87,60.27,1018.94,77.16,439.86
10.38,41.01,1020.8,94.26,465.9
26.31,48.6,1002.64,60.04,440.06
13.74,38.73,1004.34,82.82,470.06
26.56,52.3,1007.4,62.04,439.25
14.84,41.23,995.02,88,464.85
25.38,74.67,1016.61,81.34,435.41
28.46,49.16,1004.61,38.1,438.02
24.22,68.51,1013.23,74.96,440.01
23.45,69.05,1003.03,66.41,440.24
11.69,35.76,1019.02,55.6,471.72
26.52,43.77,1011.49,46.98,440.31
18.58,63.78,1016.24,78.74,453.96
23.05,58.86,1013.84,62.21,445.46
16.7,46.18,1012.6,96.15,455.93
33.38,71.06,1008.1,64.83,430.98
22.86,58.96,1014.03,54.96,451.82
9.63,43.02,1012.4,68.41,480.21
22.79,44.57,1007.31,69.36,448.91
17.98,56.85,1012.28,84.52,448.71
8.86,36.71,1025.64,79.65,478.88
26.95,48.41,1008.53,62.94,436.54
22.12,49.39,1019.8,72.83,451
